omega,n_sites,rep,branch,NOE,pvalue,is_fg
1.5,500,16,D,0.009250000000000001,0.16,False
1.5,500,17,A,-0.01174999999999999,0.76,True
1.5,500,17,B,-0.01174999999999999,0.66,False
1.5,500,17,C,-0.02174999999999997,0.58,False
1.5,500,17,D,0.11200000000000004,0.3,False
1.5,500,18,A,-0.07674999999999998,0.62,True
1.5,500,18,B,0.029500000000000026,0.36,False
1.5,500,18,C,-0.07424999999999998,0.72,False
1.5,500,18,D,0.06450000000000003,0.26,False
1.5,500,19,A,0.07275000000000004,0.08,True
1.5,500,19,B,-0.10974999999999996,0.46,False
1.5,500,19,C,-0.10849999999999997,0.54,False
1.5,500,19,D,-0.11349999999999999,0.62,False
1.5,1000,0,A,-0.07612499999999996,0.68,True
1.5,1000,0,B,0.020125000000000032,0.22,False
1.5,1000,0,C,0.03262500000000003,0.22,False
1.5,1000,0,D,0.06575000000000006,0.1,False
1.5,1000,1,A,-0.04449999999999997,0.8,True
1.5,1000,1,B,0.10425000000000002,0.16,False
1.5,1000,1,C,-0.01699999999999998,0.72,False
1.5,1000,1,D,-0.034499999999999975,0.84,False
1.5,1000,2,A,-0.025624999999999967,0.7,True
1.5,1000,2,B,-0.12374999999999999,0.96,False
1.5,1000,2,C,0.14062500000000003,0.06,False
1.5,1000,2,D,-0.00812499999999998,0.6,False
1.5,1000,3,A,0.21637500000000004,0.0,True
1.5,1000,3,B,-0.15299999999999997,0.96,False
1.5,1000,3,C,-0.15112499999999995,1.0,False
1.5,1000,3,D,0.13387500000000005,0.06,False
1.5,1000,4,A,0.06475000000000003,0.16,True
1.5,1000,4,B,-0.05899999999999994,0.48,False
1.5,1000,4,C,-0.035874999999999976,0.46,False
1.5,1000,4,D,-0.007749999999999948,0.38,False
1.5,1000,5,A,0.034750000000000045,0.2,True
1.5,1000,5,B,0.07037500000000005,0.14,False
1.5,1000,5,C,-0.09149999999999996,0.72,False
1.5,1000,5,D,-0.11274999999999995,0.84,False
1.5,1000,6,A,0.10212500000000005,0.02,True
1.5,1000,6,B,-0.13349999999999998,0.76,False
1.5,1000,6,C,-0.04474999999999996,0.46,False
1.5,1000,6,D,-0.007249999999999958,0.2,False
1.5,1000,7,A,-0.012374999999999955,0.58,True
1.5,1000,7,B,0.06075000000000004,0.28,False
1.5,1000,7,C,-0.16237499999999996,0.98,False
1.5,1000,7,D,0.09012500000000004,0.2,False
1.5,1000,8,A,0.22362500000000002,0.0,True
1.5,1000,8,B,-0.04012499999999997,0.34,False
1.5,1000,8,C,0.039875000000000035,0.1,False
1.5,1000,8,D,-0.02387499999999996,0.26,False
1.5,1000,9,A,0.10412500000000001,0.1,True
1.5,1000,9,B,0.032875000000000015,0.3,False
1.5,1000,9,C,-0.01149999999999998,0.44,False
1.5,1000,9,D,-0.01587499999999998,0.46,False
1.5,1000,10,A,0.01837500000000003,0.5,True
1.5,1000,10,B,-0.0009999999999999697,0.5,False
1.5,1000,10,C,0.00025000000000001757,0.62,False
1.5,1000,10,D,-0.018499999999999975,0.7,False
1.5,1000,11,A,-0.09824999999999996,0.88,True
1.5,1000,11,B,0.02550000000000003,0.26,False
1.5,1000,11,C,0.02425000000000005,0.36,False
1.5,1000,11,D,0.15425000000000005,0.0,False
1.5,1000,12,A,0.05850000000000005,0.12,True
1.5,1000,12,B,0.04100000000000005,0.12,False
1.5,1000,12,C,-0.052749999999999964,0.5,False
1.5,1000,12,D,-0.10274999999999995,0.78,False
1.5,1000,13,A,-0.03949999999999999,0.52,True
1.5,1000,13,B,-0.01637499999999997,0.5,False
1.5,1000,13,C,-0.038874999999999986,0.68,False
1.5,1000,13,D,-0.046374999999999986,0.64,False
1.5,1000,14,A,-0.02737499999999994,0.54,True
1.5,1000,14,B,0.03512500000000002,0.38,False
1.5,1000,14,C,-0.05987499999999996,0.82,False
1.5,1000,14,D,0.045125000000000026,0.24,False
1.5,1000,15,A,-0.006124999999999978,0.38,True
1.5,1000,15,B,0.005750000000000029,0.46,False
1.5,1000,15,C,0.11762500000000004,0.04,False
1.5,1000,15,D,0.07887500000000006,0.14,False
1.5,1000,16,A,0.002250000000000016,0.58,True
1.5,1000,16,B,0.08225000000000003,0.24,False
1.5,1000,16,C,-0.13087499999999996,0.9,False
1.5,1000,16,D,0.10475000000000005,0.16,False
1.5,1000,17,A,0.09862500000000003,0.18,True
1.5,1000,17,B,-0.13762499999999994,1.0,False
1.5,1000,17,C,0.16925000000000004,0.04,False
1.5,1000,17,D,-0.010749999999999971,0.7,False
1.5,1000,18,A,-0.017624999999999974,0.48,True
1.5,1000,18,B,0.011125000000000034,0.22,False
1.5,1000,18,C,0.13237500000000002,0.02,False
1.5,1000,18,D,-0.10449999999999995,0.76,False
1.5,1000,19,A,0.07625000000000005,0.04,True
1.5,1000,19,B,-0.018749999999999947,0.42,False
1.5,1000,19,C,0.026875000000000055,0.22,False
1.5,1000,19,D,-0.09624999999999995,0.72,False
1.5,3000,0,A,0.04795833333333336,0.04,True
1.5,3000,0,B,-0.08558333333333329,0.68,False
1.5,3000,0,C,0.03670833333333337,0.04,False
1.5,3000,0,D,0.011708333333333366,0.22,False
1.5,3000,1,A,0.07937500000000004,0.12,True
1.5,3000,1,B,0.030833333333333365,0.36,False
1.5,3000,1,C,-0.037083333333333315,0.88,False
1.5,3000,1,D,-0.027916666666666652,0.76,False
1.5,3000,2,A,-0.03649999999999998,0.64,True
1.5,3000,2,B,0.03662500000000003,0.18,False
1.5,3000,2,C,-0.0037916666666666446,0.46,False
1.5,3000,2,D,0.01850000000000003,0.24,False
1.5,3000,3,A,0.08883333333333336,0.0,True
1.5,3000,3,B,-0.050958333333333314,0.68,False
1.5,3000,3,C,-0.056374999999999974,0.6,False
1.5,3000,3,D,-0.0347083333333333,0.56,False
1.5,3000,4,A,-0.004208333333333297,0.54,True
1.5,3000,4,B,-0.010458333333333302,0.5,False
1.5,3000,4,C,0.043500000000000025,0.28,False
1.5,3000,4,D,0.0016250000000000153,0.48,False
1.5,3000,5,A,0.07700000000000003,0.0,True
1.5,3000,5,B,-0.023416666666666655,0.28,False
1.5,3000,5,C,-0.012374999999999966,0.12,False
1.5,3000,5,D,-0.004666666666666635,0.16,False
1.5,3000,6,A,0.060791666666666695,0.12,True
1.5,3000,6,B,-0.009624999999999974,0.48,False
1.5,3000,6,C,-0.07191666666666664,0.9,False
1.5,3000,6,D,0.011833333333333355,0.32,False
1.5,3000,7,A,0.09337500000000003,0.0,True
1.5,3000,7,B,-0.015166666666666634,0.16,False
1.5,3000,7,C,-0.055583333333333304,0.46,False
1.5,3000,7,D,-0.050166666666666644,0.46,False
1.5,3000,8,A,0.0941666666666667,0.04,True
1.5,3000,8,B,0.00937500000000003,0.46,False
1.5,3000,8,C,-0.08229166666666662,0.98,False
1.5,3000,8,D,-0.02708333333333329,0.7,False
1.5,3000,9,A,0.048083333333333374,0.0,True
1.5,3000,9,B,-0.0160833333333333,0.24,False
1.5,3000,9,C,0.030791666666666696,0.02,False
1.5,3000,9,D,-0.01024999999999997,0.32,False
1.5,3000,10,A,0.07379166666666667,0.04,True
1.5,3000,10,B,-0.04912499999999999,0.74,False
1.5,3000,10,C,0.02858333333333336,0.22,False
1.5,3000,10,D,-0.05704166666666665,0.84,False
1.5,3000,11,A,0.06895833333333339,0.04,True
1.5,3000,11,B,0.001875000000000032,0.54,False
1.5,3000,11,C,-0.04104166666666663,0.62,False
1.5,3000,11,D,-0.0233333333333333,0.52,False
1.5,3000,12,A,0.004375000000000018,0.26,True
1.5,3000,12,B,0.039375000000000035,0.18,False
1.5,3000,12,C,0.0466666666666667,0.1,False
1.5,3000,12,D,0.0058333333333333605,0.44,False
1.5,3000,13,A,0.06025000000000004,0.02,True
1.5,3000,13,B,-0.04745833333333331,0.48,False
1.5,3000,13,C,-0.09141666666666665,0.9,False
1.5,3000,13,D,-0.009333333333333305,0.28,False
1.5,3000,14,A,0.01937500000000003,0.26,True
1.5,3000,14,B,-0.003124999999999975,0.48,False
1.5,3000,14,C,0.05020833333333336,0.12,False
1.5,3000,14,D,-0.011249999999999965,0.58,False
1.5,3000,15,A,0.0395416666666667,0.22,True
1.5,3000,15,B,-0.0056666666666666254,0.56,False
1.5,3000,15,C,0.03745833333333337,0.14,False
1.5,3000,15,D,-0.01837499999999997,0.6,False
1.5,3000,16,A,0.09333333333333335,0.02,True
1.5,3000,16,B,-0.0883333333333333,0.88,False
1.5,3000,16,C,-0.007291666666666637,0.24,False
1.5,3000,16,D,-0.004374999999999981,0.2,False
1.5,3000,17,A,0.05850000000000002,0.12,True
1.5,3000,17,B,0.03475000000000003,0.24,False
1.5,3000,17,C,-0.016916666666666667,0.62,False
1.5,3000,17,D,-0.09899999999999998,0.98,False
1.5,3000,18,A,0.02258333333333337,0.28,True
1.5,3000,18,B,-0.008874999999999963,0.54,False
1.5,3000,18,C,-0.014291666666666644,0.5,False
1.5,3000,18,D,-0.03554166666666664,0.72,False
1.5,3000,19,A,0.07383333333333336,0.02,True
1.5,3000,19,B,-0.0503333333333333,0.76,False
1.5,3000,19,C,-0.040541666666666636,0.62,False
1.5,3000,19,D,0.07029166666666668,0.02,False
1.5,5000,0,A,0.071125,0.1,True
1.5,5000,0,B,-0.036625000000000005,0.94,False
1.5,5000,0,C,-0.057124999999999995,0.94,False
1.5,5000,0,D,0.05224999999999999,0.16,False
1.5,5000,1,A,0.022924999999999997,0.14,True
1.5,5000,1,B,-0.0020749999999999983,0.42,False
1.5,5000,1,C,-0.03219999999999999,0.76,False
1.5,5000,1,D,-0.022950000000000012,0.52,False
1.5,5000,2,A,0.03352500000000001,0.34,True
1.5,5000,2,B,-0.030099999999999984,0.86,False
1.5,5000,2,C,-0.02334999999999999,0.82,False
1.5,5000,2,D,0.03740000000000002,0.26,False
1.5,5000,3,A,0.018925000000000018,0.12,True
1.5,5000,3,B,-0.02769999999999999,0.48,False
1.5,5000,3,C,-0.0337,0.68,False
1.5,5000,3,D,-0.014699999999999987,0.36,False
1.5,5000,4,A,0.05050000000000001,0.1,True
1.5,5000,4,B,-0.04112499999999998,0.9,False
1.5,5000,4,C,-0.06387499999999997,0.96,False
1.5,5000,4,D,0.04150000000000002,0.2,False
1.5,5000,5,A,0.020500000000000008,0.02,True
1.5,5000,5,B,-0.012749999999999994,0.38,False
1.5,5000,5,C,-0.010749999999999982,0.18,False
1.5,5000,5,D,-0.03224999999999998,0.42,False
1.5,5000,6,A,0.04090000000000001,0.02,True
1.5,5000,6,B,0.0009000000000000119,0.3,False
1.5,5000,6,C,-0.049100000000000005,0.68,False
1.5,5000,6,D,0.0004000000000000106,0.5,False
1.5,5000,7,A,0.040600000000000004,0.06,True
1.5,5000,7,B,-0.07902500000000001,0.98,False
1.5,5000,7,C,-0.050774999999999994,0.86,False
1.5,5000,7,D,0.021100000000000015,0.34,False
1.5,5000,8,A,-0.014399999999999993,0.34,True
1.5,5000,8,B,-0.029524999999999996,0.62,False
1.5,5000,8,C,-0.008149999999999992,0.36,False
1.5,5000,8,D,-0.017400000000000002,0.58,False
1.5,5000,9,A,0.058825,0.02,True
1.5,5000,9,B,-0.021424999999999986,0.6,False
1.5,5000,9,C,-0.02517499999999999,0.68,False
1.5,5000,9,D,-0.03667499999999999,0.82,False
1.5,5000,10,A,0.07602500000000001,0.0,True
1.5,5000,10,B,-0.018599999999999995,0.46,False
1.5,5000,10,C,0.02415000000000001,0.2,False
1.5,5000,10,D,-0.06797499999999998,0.92,False
1.5,5000,11,A,0.008150000000000011,0.14,True
1.5,5000,11,B,-0.0024750000000000032,0.1,False
1.5,5000,11,C,0.033525,0.08,False
1.5,5000,11,D,-0.032850000000000004,0.48,False
1.5,5000,12,A,0.1307,0.0,True
1.5,5000,12,B,-0.014924999999999982,0.28,False
1.5,5000,12,C,-0.02804999999999999,0.4,False
1.5,5000,12,D,-0.049425,0.74,False
1.5,5000,13,A,0.036250000000000004,0.06,True
1.5,5000,13,B,-0.015499999999999993,0.56,False
1.5,5000,13,C,-0.023499999999999986,0.6,False
1.5,5000,13,D,-0.008749999999999989,0.48,False
1.5,5000,14,A,0.066525,0.0,True
1.5,5000,14,B,0.01477500000000001,0.36,False
1.5,5000,14,C,0.025525000000000006,0.12,False
1.5,5000,14,D,-0.03959999999999999,0.66,False
1.5,5000,15,A,0.0404,0.02,True
1.5,5000,15,B,0.02765,0.06,False
1.5,5000,15,C,-0.026349999999999995,0.44,False
1.5,5000,15,D,-0.013224999999999995,0.32,False
1.5,5000,16,A,0.03697500000000001,0.3,True
1.5,5000,16,B,0.009350000000000025,0.62,False
1.5,5000,16,C,0.031225000000000017,0.28,False
1.5,5000,16,D,-0.03764999999999999,0.88,False
1.5,5000,17,A,0.07305,0.02,True
1.5,5000,17,B,-0.028324999999999996,0.56,False
1.5,5000,17,C,-0.029824999999999997,0.7,False
1.5,5000,17,D,-0.0322,0.56,False
1.5,5000,18,A,0.14510000000000003,0.0,True
1.5,5000,18,B,-0.056024999999999985,0.86,False
1.5,5000,18,C,-0.022525,0.7,False
1.5,5000,18,D,-0.021274999999999995,0.64,False
1.5,5000,19,A,0.015075000000000002,0.1,True
1.5,5000,19,B,-0.082175,0.96,False
1.5,5000,19,C,-0.04979999999999999,0.84,False
1.5,5000,19,D,0.047325000000000006,0.04,False
3.0,250,0,A,-0.009999999999999995,0.22,True
3.0,250,0,B,-0.24750000000000003,0.8,False
3.0,250,0,C,0.4275,0.0,False
3.0,250,0,D,-0.28250000000000003,0.66,False
3.0,250,1,A,0.47400000000000003,0.0,True
3.0,250,1,B,0.04150000000000002,0.28,False
3.0,250,1,C,-0.48849999999999993,1.0,False
3.0,250,1,D,-0.0034999999999999754,0.52,False
3.0,250,2,A,0.21950000000000006,0.08,True
3.0,250,2,B,-0.055499999999999994,0.68,False
3.0,250,2,C,-0.183,0.84,False
3.0,250,2,D,0.08200000000000003,0.38,False
3.0,250,3,A,-0.44249999999999995,1.0,True
3.0,250,3,B,0.18500000000000003,0.24,False
3.0,250,3,C,0.19750000000000006,0.24,False
3.0,250,3,D,-0.2375,0.94,False
3.0,250,4,A,0.013000000000000067,0.22,True
3.0,250,4,B,-0.14199999999999996,0.5,False
3.0,250,4,C,-0.034499999999999933,0.24,False
3.0,250,4,D,0.1405,0.06,False
3.0,250,5,A,0.21350000000000005,0.06,True
3.0,250,5,B,0.08350000000000003,0.32,False
3.0,250,5,C,-0.164,0.84,False
3.0,250,5,D,0.10100000000000003,0.28,False
3.0,250,6,A,0.20800000000000002,0.06,True
3.0,250,6,B,-0.082,0.54,False
3.0,250,6,C,-0.2695,0.98,False
3.0,250,6,D,0.1605,0.18,False
3.0,250,7,A,-0.024000000000000007,0.18,True
3.0,250,7,B,0.11350000000000003,0.08,False
3.0,250,7,C,0.05100000000000002,0.14,False
3.0,250,7,D,0.05600000000000004,0.08,False
3.0,250,8,A,0.19149999999999998,0.06,True
3.0,250,8,B,0.04900000000000003,0.24,False
3.0,250,8,C,-0.15099999999999997,0.58,False
3.0,250,8,D,-0.0485,0.38,False
3.0,250,9,A,-0.06849999999999998,0.3,True
3.0,250,9,B,0.30400000000000005,0.0,False
3.0,250,9,C,-0.16349999999999998,0.58,False
3.0,250,9,D,-0.2735,0.82,False
3.0,250,10,A,0.13650000000000004,0.1,True
3.0,250,10,B,-0.05349999999999999,0.46,False
3.0,250,10,C,-0.3035,0.92,False
3.0,250,10,D,-0.031000000000000007,0.36,False
3.0,250,11,A,0.318,0.0,True
3.0,250,11,B,-0.07449999999999996,0.64,False
3.0,250,11,C,-0.047,0.32,False
3.0,250,11,D,0.052999999999999985,0.2,False
3.0,250,12,A,0.06750000000000005,0.32,True
3.0,250,12,B,0.06500000000000002,0.3,False
3.0,250,12,C,0.04000000000000001,0.26,False
3.0,250,12,D,-0.205,0.78,False
3.0,250,13,A,0.21650000000000003,0.3,True
3.0,250,13,B,0.0040000000000000105,0.62,False
3.0,250,13,C,0.10150000000000003,0.38,False
3.0,250,13,D,-0.1185,0.84,False
3.0,250,14,A,0.2380000000000001,0.1,True
3.0,250,14,B,-0.05949999999999998,0.52,False
3.0,250,14,C,-0.18699999999999997,0.78,False
3.0,250,14,D,0.07300000000000002,0.22,False
3.0,250,15,A,-0.007999999999999986,0.5,True
3.0,250,15,B,-0.06049999999999997,0.62,False
3.0,250,15,C,0.2445,0.0,False
3.0,250,15,D,-0.05549999999999996,0.44,False
3.0,250,16,A,0.36000000000000004,0.0,True
3.0,250,16,B,-0.175,0.56,False
3.0,250,16,C,-0.385,0.94,False
3.0,250,16,D,0.15500000000000003,0.04,False
3.0,250,17,A,-0.14999999999999997,0.9,True
3.0,250,17,B,0.10500000000000004,0.26,False
3.0,250,17,C,0.11250000000000003,0.26,False
3.0,250,17,D,-0.2175,0.84,False
3.0,250,18,A,-0.185,0.3,True
3.0,250,18,B,-0.002499999999999933,0.12,False
3.0,250,18,C,0.07250000000000005,0.02,False
3.0,250,18,D,-0.18499999999999994,0.34,False
3.0,250,19,A,-0.10049999999999999,0.86,True
3.0,250,19,B,0.31700000000000006,0.02,False
3.0,250,19,C,-0.08299999999999998,0.66,False
3.0,250,19,D,-0.268,0.98,False
3.0,500,0,A,0.03550000000000003,0.44,True
3.0,500,0,B,0.010500000000000006,0.46,False
3.0,500,0,C,-0.10199999999999997,0.9,False
3.0,500,0,D,-0.05449999999999998,0.8,False
3.0,500,1,A,0.15250000000000002,0.1,True
3.0,500,1,B,-0.13374999999999998,0.88,False
3.0,500,1,C,-0.013749999999999984,0.6,False
3.0,500,1,D,-0.03625,0.66,False
3.0,500,2,A,0.09800000000000006,0.04,True
3.0,500,2,B,0.09800000000000003,0.02,False
3.0,500,2,C,-0.06074999999999997,0.22,False
3.0,500,2,D,-0.087,0.32,False
3.0,500,3,A,0.08850000000000005,0.08,True
3.0,500,3,B,-0.04524999999999997,0.54,False
3.0,500,3,C,0.04475000000000001,0.28,False
3.0,500,3,D,0.024750000000000046,0.2,False
3.0,500,4,A,-0.004499999999999987,0.42,True
3.0,500,4,B,0.0605,0.38,False
3.0,500,4,C,-0.1345,0.86,False
3.0,500,4,D,0.09300000000000003,0.24,False
3.0,500,5,A,0.0014999999999999875,0.24,True
3.0,500,5,B,0.032749999999999974,0.3,False
3.0,500,5,C,0.07275000000000002,0.16,False
3.0,500,5,D,0.009000000000000008,0.26,False
3.0,500,6,A,-0.18375,0.98,True
3.0,500,6,B,-0.11624999999999999,0.82,False
3.0,500,6,C,0.08125000000000002,0.24,False
3.0,500,6,D,0.048750000000000016,0.24,False
3.0,500,7,A,0.1205,0.06,True
3.0,500,7,B,-0.18324999999999997,0.78,False
3.0,500,7,C,0.18675000000000005,0.02,False
3.0,500,7,D,-0.014499999999999985,0.22,False
3.0,500,8,A,-0.048499999999999974,0.5,True
3.0,500,8,B,-0.06474999999999997,0.54,False
3.0,500,8,C,0.18525000000000003,0.0,False
3.0,500,8,D,-0.051000000000000004,0.5,False
3.0,500,9,A,0.02825000000000002,0.12,True
3.0,500,9,B,0.13200000000000003,0.04,False
3.0,500,9,C,-0.08924999999999994,0.52,False
3.0,500,9,D,-0.07299999999999997,0.52,False
3.0,500,10,A,0.10150000000000005,0.12,True
3.0,500,10,B,0.04150000000000004,0.26,False
3.0,500,10,C,0.020250000000000025,0.3,False
3.0,500,10,D,0.05650000000000002,0.14,False
3.0,500,11,A,0.11975000000000002,0.2,True
3.0,500,11,B,0.10100000000000002,0.2,False
3.0,500,11,C,-0.09774999999999998,0.82,False
3.0,500,11,D,-0.19274999999999998,0.98,False
3.0,500,12,A,0.22975,0.04,True
3.0,500,12,B,0.08975,0.24,False
3.0,500,12,C,-0.13899999999999998,0.92,False
3.0,500,12,D,-0.06274999999999999,0.76,False
3.0,500,13,A,0.36225000000000007,0.0,True
3.0,500,13,B,-0.04149999999999997,0.38,False
3.0,500,13,C,-0.06149999999999997,0.28,False
3.0,500,13,D,-0.20525,0.88,False
3.0,500,14,A,-0.04224999999999998,0.36,True
3.0,500,14,B,0.21900000000000003,0.02,False
3.0,500,14,C,-0.025999999999999975,0.18,False
3.0,500,14,D,-0.005999999999999988,0.14,False
3.0,500,15,A,0.223,0.0,True
3.0,500,15,B,-0.06574999999999998,0.2,False
3.0,500,15,C,-0.00449999999999999,0.1,False
3.0,500,15,D,-0.005749999999999998,0.02,False
3.0,500,16,A,0.016500000000000015,0.88,True
3.0,500,16,B,-0.07974999999999996,0.96,False
3.0,500,16,C,-0.09849999999999998,1.0,False
3.0,500,16,D,0.015250000000000014,0.78,False
3.0,500,17,A,0.13175000000000003,0.02,True
3.0,500,17,B,-0.09074999999999996,0.42,False
3.0,500,17,C,0.031750000000000056,0.08,False
3.0,500,17,D,-0.011999999999999976,0.2,False
3.0,500,18,A,0.18700000000000006,0.0,True
3.0,500,18,B,0.09075000000000005,0.12,False
3.0,500,18,C,-0.27299999999999996,0.94,False
3.0,500,18,D,-0.12299999999999994,0.74,False
3.0,500,19,A,0.19625,0.3,True
3.0,500,19,B,-0.10249999999999998,1.0,False
3.0,500,19,C,-0.03749999999999999,0.92,False
3.0,500,19,D,-0.20875,1.0,False
3.0,1000,0,A,0.09400000000000004,0.0,True
3.0,1000,0,B,-0.009124999999999966,0.12,False
3.0,1000,0,C,-0.09849999999999995,0.52,False
3.0,1000,0,D,0.014625000000000027,0.06,False
3.0,1000,1,A,0.15787500000000004,0.02,True
3.0,1000,1,B,-0.16524999999999995,0.96,False
3.0,1000,1,C,0.05725000000000005,0.14,False
3.0,1000,1,D,-0.09837499999999996,0.6,False
3.0,1000,2,A,0.16962500000000005,0.0,True
3.0,1000,2,B,-0.15224999999999997,0.78,False
3.0,1000,2,C,-0.029749999999999954,0.24,False
3.0,1000,2,D,0.04337500000000004,0.1,False
3.0,1000,3,A,-0.017749999999999967,0.3,True
3.0,1000,3,B,0.015375000000000055,0.24,False
3.0,1000,3,C,-0.003374999999999958,0.38,False
3.0,1000,3,D,0.07475000000000004,0.02,False
3.0,1000,4,A,0.17600000000000005,0.0,True
3.0,1000,4,B,0.017875000000000058,0.3,False
3.0,1000,4,C,-0.15212499999999998,0.96,False
3.0,1000,4,D,-0.030874999999999958,0.38,False
3.0,1000,5,A,0.1985,0.0,True
3.0,1000,5,B,-0.033374999999999974,0.48,False
3.0,1000,5,C,0.15475000000000005,0.0,False
3.0,1000,5,D,-0.17399999999999996,0.9,False
3.0,1000,6,A,0.14887500000000006,0.0,True
3.0,1000,6,B,-0.016124999999999973,0.36,False
3.0,1000,6,C,0.03262500000000004,0.12,False
3.0,1000,6,D,-0.07174999999999998,0.48,False
3.0,1000,7,A,0.07587500000000004,0.2,True
3.0,1000,7,B,-0.06849999999999999,0.78,False
3.0,1000,7,C,-0.149125,0.96,False
3.0,1000,7,D,0.014000000000000047,0.46,False
3.0,1000,8,A,0.14,0.02,True
3.0,1000,8,B,-0.007499999999999972,0.3,False
3.0,1000,8,C,-0.053124999999999964,0.54,False
3.0,1000,8,D,-0.08687499999999998,0.52,False
3.0,1000,9,A,0.013625000000000047,0.26,True
3.0,1000,9,B,0.16175000000000003,0.0,False
3.0,1000,9,C,0.043000000000000024,0.14,False
3.0,1000,9,D,-0.09449999999999997,0.76,False
3.0,1000,10,A,0.16462500000000005,0.0,True
3.0,1000,10,B,0.005250000000000043,0.24,False
3.0,1000,10,C,-0.03287499999999996,0.5,False
3.0,1000,10,D,-0.10662499999999997,0.82,False
3.0,1000,11,A,-0.007999999999999972,0.26,True
3.0,1000,11,B,-0.042999999999999955,0.22,False
3.0,1000,11,C,0.09387500000000004,0.0,False
3.0,1000,11,D,0.05512500000000005,0.06,False
3.0,1000,12,A,0.03475000000000003,0.48,True
3.0,1000,12,B,-0.02962499999999996,0.7,False
3.0,1000,12,C,0.082875,0.3,False
3.0,1000,12,D,-0.03462499999999999,0.66,False
3.0,1000,13,A,0.17650000000000007,0.06,True
3.0,1000,13,B,-0.043499999999999955,0.6,False
3.0,1000,13,C,-0.027874999999999955,0.76,False
3.0,1000,13,D,-0.11724999999999997,0.9,False
3.0,1000,14,A,0.09912500000000003,0.06,True
3.0,1000,14,B,-0.06774999999999995,0.64,False
3.0,1000,14,C,0.009125000000000022,0.32,False
3.0,1000,14,D,0.019125000000000024,0.24,False
3.0,1000,15,A,0.11212500000000003,0.06,True
3.0,1000,15,B,0.0065000000000000335,0.36,False
3.0,1000,15,C,-0.05224999999999996,0.56,False
3.0,1000,15,D,-0.04787499999999997,0.6,False
3.0,1000,16,A,0.16925000000000004,0.0,True
3.0,1000,16,B,0.012375000000000039,0.3,False
3.0,1000,16,C,-0.06262499999999997,0.58,False
3.0,1000,16,D,-0.15699999999999995,0.9,False
3.0,1000,17,A,0.11825000000000004,0.0,True
3.0,1000,17,B,-0.011749999999999962,0.34,False
3.0,1000,17,C,-0.09174999999999997,0.62,False
3.0,1000,17,D,-0.06862499999999996,0.52,False
3.0,1000,18,A,0.04462500000000001,0.1,True
3.0,1000,18,B,-0.05724999999999996,0.46,False
3.0,1000,18,C,0.024000000000000042,0.12,False
3.0,1000,18,D,0.08025000000000003,0.04,False
3.0,1000,19,A,0.24187500000000006,0.0,True
3.0,1000,19,B,-0.03124999999999996,0.54,False
3.0,1000,19,C,-0.07874999999999996,0.66,False
3.0,1000,19,D,-0.05437499999999996,0.58,False
3.0,3000,0,A,0.06100000000000004,0.04,True
3.0,3000,0,B,-0.11629166666666661,0.82,False
3.0,3000,0,C,-0.05087499999999997,0.38,False
3.0,3000,0,D,0.014125000000000047,0.02,False
3.0,3000,1,A,0.10616666666666669,0.0,True
3.0,3000,1,B,0.005125000000000032,0.0,False
3.0,3000,1,C,-0.09758333333333327,0.58,False
3.0,3000,1,D,-0.0034166666666666234,0.04,False
3.0,3000,2,A,0.07391666666666671,0.0,True
3.0,3000,2,B,0.056625000000000064,0.0,False
3.0,3000,2,C,0.0051666666666667065,0.1,False
3.0,3000,2,D,-0.048583333333333284,0.4,False
3.0,3000,3,A,0.10841666666666669,0.02,True
3.0,3000,3,B,-0.027624999999999976,0.58,False
3.0,3000,3,C,-0.0038749999999999896,0.5,False
3.0,3000,3,D,-0.020124999999999983,0.5,False
3.0,3000,4,A,0.1045416666666667,0.0,True
3.0,3000,4,B,-0.0014999999999999528,0.16,False
3.0,3000,4,C,-0.008791666666666642,0.24,False
3.0,3000,4,D,-0.05899999999999997,0.58,False
3.0,3000,5,A,0.10966666666666672,0.0,True
3.0,3000,5,B,-0.005541666666666631,0.08,False
3.0,3000,5,C,0.00445833333333337,0.12,False
3.0,3000,5,D,0.014041666666666692,0.12,False
3.0,3000,6,A,0.07475000000000002,0.04,True
3.0,3000,6,B,0.006000000000000026,0.5,False
3.0,3000,6,C,-0.07754166666666665,0.94,False
3.0,3000,6,D,-0.033374999999999974,0.74,False
3.0,3000,7,A,0.11825000000000004,0.02,True
3.0,3000,7,B,-0.02945833333333329,0.58,False
3.0,3000,7,C,-0.013833333333333284,0.42,False
3.0,3000,7,D,-0.10320833333333329,0.94,False
3.0,3000,8,A,0.09716666666666669,0.0,True
3.0,3000,8,B,0.011958333333333356,0.06,False
3.0,3000,8,C,-0.039083333333333296,0.46,False
3.0,3000,8,D,-0.05616666666666664,0.54,False
3.0,3000,9,A,0.0890416666666667,0.0,True
3.0,3000,9,B,-0.05366666666666663,0.6,False
3.0,3000,9,C,0.002375000000000037,0.32,False
3.0,3000,9,D,-0.0272083333333333,0.4,False
3.0,3000,10,A,0.08370833333333334,0.0,True
3.0,3000,10,B,-0.14462499999999998,1.0,False
3.0,3000,10,C,-0.050874999999999976,0.54,False
3.0,3000,10,D,0.0220416666666667,0.04,False
3.0,3000,11,A,0.10687500000000005,0.02,True
3.0,3000,11,B,0.03708333333333336,0.02,False
3.0,3000,11,C,0.0410416666666667,0.02,False
