omega,n_sites,n_taxa,rep,branch,NOE,pvalue,ICEnorm,is_fg
1.5,3000,4,6,C,-0.05320833333333329,0.68,0.07326424302178762,False
1.5,3000,4,6,D,-0.08987499999999995,0.84,0.0753716025584054,False
1.5,3000,4,7,A,0.008625000000000028,0.12,0.07010936397277233,True
1.5,3000,4,7,B,-0.052416666666666625,0.48,0.07438469824724257,False
1.5,3000,4,7,C,-0.011583333333333307,0.32,0.08089329820476134,False
1.5,3000,4,7,D,-0.055333333333333304,0.64,0.08043108679001063,False
1.5,3000,4,8,A,-0.005583333333333319,0.5,0.0755701017451861,True
1.5,3000,4,8,B,0.024625000000000043,0.28,0.07108794924442383,False
1.5,3000,4,8,C,-0.01974999999999997,0.44,0.06972819252879951,False
1.5,3000,4,8,D,0.0017083333333333534,0.48,0.07018470175979313,False
1.5,3000,4,9,A,0.044708333333333364,0.02,0.08126636587311027,True
1.5,3000,4,9,B,-0.0413333333333333,0.3,0.07594922463213316,False
1.5,3000,4,9,C,0.01554166666666671,0.04,0.08418411535306276,False
1.5,3000,4,9,D,-0.05237499999999996,0.42,0.0840630756898916,False
1.5,3000,4,10,A,0.11420833333333337,0.0,0.0756943323138823,True
1.5,3000,4,10,B,0.012541666666666701,0.54,0.06643864650939241,False
1.5,3000,4,10,C,0.002541666666666706,0.56,0.07221625509537308,False
1.5,3000,4,10,D,-0.038291666666666654,0.96,0.07225386860077304,False
1.5,3000,4,11,A,0.07500000000000004,0.0,0.07641816610669946,True
1.5,3000,4,11,B,-0.08187499999999998,0.9,0.07559334737043112,False
1.5,3000,4,11,C,0.012500000000000018,0.2,0.07961951620746707,False
1.5,3000,4,11,D,0.010833333333333351,0.26,0.07623927520204618,False
1.5,3000,4,12,A,0.004875000000000018,0.78,0.06900465463366302,True
1.5,3000,4,12,B,-0.03512499999999999,0.98,0.06661868064673085,False
1.5,3000,4,12,C,-0.055124999999999966,0.98,0.07798944907272179,False
1.5,3000,4,12,D,-0.004499999999999973,0.86,0.06557234660197002,False
1.5,3000,4,13,A,0.00558333333333336,0.34,0.07037533303651215,True
1.5,3000,4,13,B,-0.002749999999999978,0.4,0.07558220781962437,False
1.5,3000,4,13,C,-0.0635833333333333,0.86,0.07745617040193334,False
1.5,3000,4,13,D,0.0864166666666667,0.02,0.0697691879222722,False
1.5,3000,4,14,A,0.09225000000000001,0.02,0.07394620792621259,True
1.5,3000,4,14,B,-0.040458333333333305,0.82,0.07056741752867726,False
1.5,3000,4,14,C,0.01370833333333336,0.38,0.069304355923708,False
1.5,3000,4,14,D,0.003291666666666691,0.52,0.07415065370207093,False
1.5,3000,4,15,A,0.013083333333333357,0.12,0.0729965990455872,True
1.5,3000,4,15,B,-0.03774999999999998,0.36,0.07771406368505282,False
1.5,3000,4,15,C,-0.057124999999999974,0.5,0.07148958257443296,False
1.5,3000,4,15,D,0.013708333333333354,0.02,0.06899713158289021,False
1.5,3000,4,16,A,0.02483333333333336,0.18,0.07449002543219387,True
1.5,3000,4,16,B,-0.08266666666666662,0.84,0.07717863478104976,False
1.5,3000,4,16,C,-0.07037499999999997,0.72,0.071394687399616,False
1.5,3000,4,16,D,0.0350416666666667,0.2,0.07818056912615108,False
1.5,3000,4,17,A,0.06458333333333337,0.04,0.0767965385504668,True
1.5,3000,4,17,B,0.11187500000000003,0.0,0.07780082743775929,False
1.5,3000,4,17,C,-0.040624999999999974,0.68,0.0745593536869937,False
1.5,3000,4,17,D,-0.11999999999999997,1.0,0.07034253987926983,False
1.5,3000,4,18,A,0.015583333333333371,0.24,0.07236227339650898,True
1.5,3000,4,18,B,-0.052124999999999984,0.82,0.0724592557924797,False
1.5,3000,4,18,C,-0.020458333333333308,0.54,0.06981296938566962,False
1.5,3000,4,18,D,0.04037500000000002,0.2,0.07640373845565412,False
1.5,3000,4,19,A,0.0725416666666667,0.02,0.07230229268686975,True
1.5,3000,4,19,B,-0.03704166666666664,0.68,0.07978573737760959,False
1.5,3000,4,19,C,0.03025000000000002,0.08,0.0751488107024988,False
1.5,3000,4,19,D,-0.09266666666666662,0.94,0.07686523199008047,False
3.0,500,4,0,A,0.24675000000000002,0.04,0.20151023547204744,True
3.0,500,4,0,B,-0.157,0.68,0.1884810998482341,False
3.0,500,4,0,C,-0.14824999999999997,0.84,0.19237365983938653,False
3.0,500,4,0,D,0.2855,0.0,0.22431729759427826,False
3.0,500,4,1,A,0.07100000000000004,0.06,0.17738658348364458,True
3.0,500,4,1,B,-0.0002499999999999586,0.32,0.20674350050243417,False
3.0,500,4,1,C,0.031000000000000055,0.24,0.17514743789162318,False
3.0,500,4,1,D,0.004750000000000018,0.2,0.18457823544502752,False
3.0,500,4,2,A,0.33000000000000007,0.0,0.196777475845179,True
3.0,500,4,2,B,-0.15875,0.82,0.16219240117835362,False
3.0,500,4,2,C,-0.09500000000000003,0.64,0.1854524871766351,False
3.0,500,4,2,D,-0.0625,0.62,0.1724949274616503,False
3.0,500,4,3,A,-0.045249999999999985,0.84,0.18332962117453905,True
3.0,500,4,3,B,0.06100000000000001,0.58,0.19316864393581065,False
3.0,500,4,3,C,-0.07399999999999998,0.94,0.17101644657751489,False
3.0,500,4,3,D,0.028500000000000025,0.6,0.16660319624785117,False
3.0,500,4,4,A,0.1895,0.02,0.18970404581874367,True
3.0,500,4,4,B,-0.15799999999999997,0.56,0.1948095223545297,False
3.0,500,4,4,C,-0.21925,0.86,0.17675406643129885,False
3.0,500,4,4,D,0.11950000000000001,0.08,0.20412343079617293,False
3.0,500,4,5,A,0.29525,0.0,0.18781706525233538,True
3.0,500,4,5,B,-0.07974999999999997,0.72,0.17761158464469598,False
3.0,500,4,5,C,0.0015000000000000013,0.54,0.18541574906139985,False
3.0,500,4,5,D,-0.11975,0.94,0.18947361293858309,False
3.0,500,4,6,A,0.18675000000000005,0.12,0.1814507508940098,True
3.0,500,4,6,B,-0.11574999999999999,0.84,0.18377465820944955,False
3.0,500,4,6,C,-0.1095,0.7,0.15547507838878874,False
3.0,500,4,6,D,0.158,0.1,0.19951973586590374,False
3.0,500,4,7,A,0.03475000000000006,0.34,0.1852383599581901,True
3.0,500,4,7,B,0.05225000000000002,0.32,0.19252467374339322,False
3.0,500,4,7,C,0.054749999999999986,0.22,0.18902248543493444,False
3.0,500,4,7,D,-0.09274999999999997,0.72,0.1674873129523547,False
3.0,500,4,8,A,0.27975000000000005,0.0,0.20197988761260366,True
3.0,500,4,8,B,0.04725000000000001,0.36,0.18451693689198292,False
3.0,500,4,8,C,-0.037749999999999964,0.44,0.17668014885662736,False
3.0,500,4,8,D,-0.22400000000000003,0.9,0.20028947800620983,False
3.0,500,4,9,A,-0.1135,0.9,0.15557875819018482,True
3.0,500,4,9,B,-0.008499999999999966,0.64,0.18216167269763417,False
3.0,500,4,9,C,0.16900000000000004,0.14,0.19096400184327936,False
3.0,500,4,9,D,0.04525,0.52,0.18664404624846728,False
3.0,500,4,10,A,-0.029999999999999964,0.5,0.1692202706533706,True
3.0,500,4,10,B,-0.22999999999999998,1.0,0.16423268554097264,False
3.0,500,4,10,C,-0.12249999999999998,0.86,0.18916395005391487,False
3.0,500,4,10,D,0.42000000000000004,0.0,0.1988337873702556,False
3.0,500,4,11,A,0.013750000000000012,0.32,0.18689803369752184,True
3.0,500,4,11,B,0.09625000000000003,0.12,0.19860670935293198,False
3.0,500,4,11,C,-0.042499999999999954,0.52,0.18662194404731725,False
3.0,500,4,11,D,-0.06375,0.52,0.16603726991251092,False
3.0,500,4,12,A,0.03275000000000003,0.16,0.18054327736030498,True
3.0,500,4,12,B,0.084,0.1,0.18812794848187764,False
3.0,500,4,12,C,-0.020999999999999994,0.38,0.16769466300392508,False
3.0,500,4,12,D,-0.12099999999999997,0.74,0.17186186313432075,False
3.0,500,4,13,A,0.19475000000000006,0.0,0.1976641722720635,True
3.0,500,4,13,B,0.01475000000000004,0.14,0.19854439050247683,False
3.0,500,4,13,C,-0.07524999999999996,0.38,0.18934228265234365,False
3.0,500,4,13,D,-0.08399999999999999,0.4,0.16757796692882987,False
3.0,500,4,14,A,-0.030499999999999958,0.36,0.17409839172146305,True
3.0,500,4,14,B,-0.06549999999999995,0.54,0.18731390765236844,False
3.0,500,4,14,C,0.010750000000000037,0.18,0.18645441802220727,False
3.0,500,4,14,D,0.040750000000000036,0.16,0.19129558280315834,False
3.0,500,4,15,A,-0.03699999999999999,0.72,0.15769670256539928,True
3.0,500,4,15,B,0.06925000000000003,0.44,0.16464962799836508,False
3.0,500,4,15,C,-0.10575,0.9,0.18042865626058407,False
3.0,500,4,15,D,0.14300000000000002,0.3,0.1558849736183703,False
3.0,500,4,16,A,-0.08749999999999998,0.82,0.16175405713613492,True
3.0,500,4,16,B,0.05250000000000003,0.38,0.1722933544858884,False
3.0,500,4,16,C,0.008750000000000029,0.6,0.1817192202272506,False
3.0,500,4,16,D,0.06875000000000005,0.44,0.21235583344942519,False
3.0,500,4,17,A,0.2805,0.0,0.18222136263347388,True
3.0,500,4,17,B,-0.17575,0.88,0.16955898678630987,False
3.0,500,4,17,C,0.07550000000000001,0.2,0.1939191197381011,False
3.0,500,4,17,D,-0.15825,0.84,0.1777593176179522,False
3.0,500,4,18,A,0.14825000000000005,0.06,0.19078587473919553,True
3.0,500,4,18,B,0.010750000000000006,0.32,0.1845159207223052,False
3.0,500,4,18,C,-0.08549999999999996,0.66,0.1830365400678236,False
3.0,500,4,18,D,-0.14175,0.78,0.1762558509667126,False
3.0,500,4,19,A,0.13225000000000003,0.1,0.17091591499915976,True
3.0,500,4,19,B,-0.16274999999999998,0.9,0.17646104385954425,False
3.0,500,4,19,C,-0.06275,0.7,0.19069379906016873,False
3.0,500,4,19,D,-0.07899999999999997,0.58,0.1925334386541725,False
3.0,1000,4,0,A,0.20737500000000006,0.0,0.12795421544443153,True
3.0,1000,4,0,B,0.019875000000000028,0.2,0.13882351655969533,False
3.0,1000,4,0,C,-0.12449999999999997,0.7,0.1442196675214584,False
3.0,1000,4,0,D,-0.08137499999999998,0.62,0.13776372436167655,False
3.0,1000,4,1,A,0.05525000000000003,0.02,0.13551764184046297,True
3.0,1000,4,1,B,0.05337500000000004,0.06,0.137278913165861,False
3.0,1000,4,1,C,0.02900000000000004,0.08,0.14865816492880574,False
3.0,1000,4,1,D,-0.08787499999999997,0.56,0.12811628019108268,False
3.0,1000,4,2,A,0.098375,0.04,0.13293725023483824,True
3.0,1000,4,2,B,-0.16787499999999994,0.9,0.13298660646847113,False
3.0,1000,4,2,C,-0.020374999999999976,0.48,0.1235185967779751,False
3.0,1000,4,2,D,0.00837500000000005,0.34,0.12584017641437095,False
3.0,1000,4,3,A,0.14225000000000004,0.0,0.1341111945364741,True
3.0,1000,4,3,B,0.01787500000000002,0.28,0.14035846964112997,False
3.0,1000,4,3,C,-0.12774999999999997,0.78,0.11880340904199677,False
3.0,1000,4,3,D,-0.09462499999999999,0.7,0.12884232126906128,False
3.0,1000,4,4,A,0.11450000000000002,0.02,0.14079217840490998,True
3.0,1000,4,4,B,-0.051124999999999976,0.58,0.1268485809932456,False
3.0,1000,4,4,C,-0.13362499999999994,0.92,0.1288267974840638,False
3.0,1000,4,4,D,-0.03612499999999997,0.4,0.12317708289288232,False
3.0,1000,4,5,A,-0.07862499999999997,0.68,0.12381387240531652,True
3.0,1000,4,5,B,0.027625000000000035,0.2,0.14533162508552638,False
3.0,1000,4,5,C,-0.14299999999999996,0.92,0.11794145793570639,False
3.0,1000,4,5,D,0.10825000000000004,0.04,0.14641561136026449,False
3.0,1000,4,6,A,0.02075000000000003,0.36,0.12428998350631479,True
3.0,1000,4,6,B,0.008250000000000021,0.42,0.14748845293784868,False
3.0,1000,4,6,C,-0.041124999999999995,0.6,0.13991917309647023,False
3.0,1000,4,6,D,-0.055499999999999966,0.8,0.12249757650663952,False
3.0,1000,4,7,A,0.12875000000000003,0.04,0.13038440761839584,True
3.0,1000,4,7,B,-0.08749999999999997,0.64,0.13836636151897613,False
3.0,1000,4,7,C,-0.03624999999999997,0.28,0.11899881827144336,False
3.0,1000,4,7,D,-0.006249999999999971,0.3,0.13002619928306755,False
3.0,1000,4,8,A,0.06100000000000004,0.18,0.12755966741098065,True
3.0,1000,4,8,B,0.06412500000000003,0.2,0.1435919783623027,False
3.0,1000,4,8,C,-0.16962499999999997,0.98,0.11998854111955856,False
3.0,1000,4,8,D,0.048500000000000036,0.22,0.1444679895340141,False
3.0,1000,4,9,A,0.16275,0.0,0.1559648397876906,True
3.0,1000,4,9,B,-0.022249999999999943,0.18,0.1148941088568078,False
3.0,1000,4,9,C,-0.08787499999999995,0.5,0.12843663320875395,False
3.0,1000,4,9,D,0.050250000000000065,0.04,0.1373699384872833,False
3.0,1000,4,10,A,0.07287500000000006,0.16,0.13294253927919383,True
3.0,1000,4,10,B,0.04600000000000002,0.22,0.1302418423549053,False
3.0,1000,4,10,C,-0.048374999999999974,0.62,0.13338724170624416,False
3.0,1000,4,10,D,-0.055249999999999966,0.58,0.12104415516661679,False
3.0,1000,4,11,A,-0.008874999999999973,0.32,0.13231165859439598,True
3.0,1000,4,11,B,-0.006999999999999965,0.38,0.12795250583712692,False
3.0,1000,4,11,C,-0.08762499999999998,0.68,0.12523340708453157,False
3.0,1000,4,11,D,0.08487500000000003,0.08,0.14682089428960715,False
3.0,1000,4,12,A,0.22937500000000002,0.0,0.132270910445192,True
3.0,1000,4,12,B,-0.08374999999999996,0.42,0.12154654458272354,False
3.0,1000,4,12,C,-0.054374999999999965,0.4,0.12450451799031231,False
3.0,1000,4,12,D,-0.14687499999999998,0.8,0.12016447062255965,False
3.0,1000,4,13,A,0.18412500000000004,0.08,0.1383801376643339,True
3.0,1000,4,13,B,-0.019624999999999983,0.86,0.119192596246579,False
3.0,1000,4,13,C,0.10037500000000003,0.38,0.15041401198026733,False
3.0,1000,4,13,D,-0.17275,1.0,0.11115445335208123,False
3.0,1000,4,14,A,0.08225000000000003,0.0,0.12523640145740375,True
3.0,1000,4,14,B,-0.020874999999999963,0.18,0.1312676178651841,False
3.0,1000,4,14,C,-0.007749999999999969,0.16,0.12385639365813943,False
3.0,1000,4,14,D,-0.197125,0.86,0.11872670824208005,False
3.0,1000,4,15,A,0.07250000000000004,0.18,0.12702275878754957,True
3.0,1000,4,15,B,-0.06999999999999995,0.74,0.11840449738080054,False
3.0,1000,4,15,C,-0.07937499999999997,0.82,0.12318659626761348,False
3.0,1000,4,15,D,-0.03062499999999997,0.62,0.11447202169089178,False
3.0,1000,4,16,A,-0.045624999999999964,0.54,0.1222430979646704,True
3.0,1000,4,16,B,0.07625000000000001,0.06,0.14690324196558768,False
3.0,1000,4,16,C,-0.044374999999999984,0.6,0.12388666695815172,False
3.0,1000,4,16,D,0.07500000000000004,0.08,0.13010488557314057,False
3.0,1000,4,17,A,0.06612500000000004,0.1,0.12709162541253455,True
3.0,1000,4,17,B,-0.11449999999999999,0.68,0.14149955830319755,False
3.0,1000,4,17,C,-0.03262499999999996,0.34,0.13037002627137878,False
3.0,1000,4,17,D,0.04925000000000003,0.04,0.14709510104010945,False
3.0,1000,4,18,A,-0.05699999999999999,0.76,0.12823623220447486,True
3.0,1000,4,18,B,0.019875000000000045,0.54,0.1281124993901844,False
3.0,1000,4,18,C,-0.10324999999999998,0.96,0.12180222185986593,False
3.0,1000,4,18,D,0.14362500000000003,0.04,0.13181781935686845,False
3.0,1000,4,19,A,0.16137500000000007,0.0,0.13480008345694747,True
3.0,1000,4,19,B,0.015125000000000045,0.02,0.1363599327148558,False
3.0,1000,4,19,C,-0.15737499999999996,0.64,0.13018544465492293,False
3.0,1000,4,19,D,-0.02299999999999993,0.08,0.12647121708119996,False
3.0,3000,4,0,A,0.09537500000000003,0.0,0.07490459209332005,True
3.0,3000,4,0,B,-0.041708333333333306,0.54,0.07027873572030478,False
3.0,3000,4,0,C,-0.032541666666666635,0.42,0.07344867822727195,False
3.0,3000,4,0,D,-0.07108333333333329,0.8,0.06907338086733879,False
3.0,3000,4,1,A,0.15375000000000005,0.0,0.07305277772496631,True
3.0,3000,4,1,B,-0.11291666666666662,0.98,0.0741441211050778,False
3.0,3000,4,1,C,-0.035624999999999976,0.4,0.07370271553869488,False
3.0,3000,4,1,D,-0.004374999999999976,0.26,0.0724101934199261,False
3.0,3000,4,2,A,0.14987500000000004,0.0,0.08104716133900748,True
3.0,3000,4,2,B,-0.04658333333333328,0.52,0.07305947919332575,False
3.0,3000,4,2,C,-0.0197083333333333,0.4,0.07944444687257184,False
3.0,3000,4,2,D,-0.05324999999999997,0.52,0.07936420530272657,False
3.0,3000,4,3,A,0.1066666666666667,0.02,0.07479766689023275,True
3.0,3000,4,3,B,-0.0395833333333333,0.44,0.07240597351047771,False
3.0,3000,4,3,C,-0.03187499999999997,0.62,0.07877173421419076,False
3.0,3000,4,3,D,-0.053124999999999964,0.58,0.08287082065882218,False
3.0,3000,4,4,A,0.15200000000000005,0.0,0.08509076036797414,True
3.0,3000,4,4,B,0.027208333333333366,0.06,0.07912237796252362,False
3.0,3000,4,4,C,-0.06195833333333331,0.66,0.07894092816080192,False
3.0,3000,4,4,D,-0.07591666666666663,0.76,0.07336329880199711,False
3.0,3000,4,5,A,0.09587500000000004,0.0,0.07135932158994912,True
3.0,3000,4,5,B,0.01462500000000004,0.02,0.07497013294194783,False
3.0,3000,4,5,C,-0.04370833333333331,0.24,0.07475933609478708,False
3.0,3000,4,5,D,-0.03099999999999998,0.12,0.08231597742169432,False
3.0,3000,4,6,A,0.1425416666666667,0.0,0.07291466663923735,True
3.0,3000,4,6,B,-0.1049583333333333,0.86,0.07512503466444015,False
3.0,3000,4,6,C,-0.056208333333333305,0.52,0.07248948678563288,False
3.0,3000,4,6,D,-0.06287499999999996,0.74,0.07329227070056189,False
3.0,3000,4,7,A,0.12045833333333336,0.02,0.07276095278375622,True
3.0,3000,4,7,B,-0.06912499999999996,0.98,0.072045317528468,False
3.0,3000,4,7,C,-0.051833333333333294,0.74,0.06514225885620553,False
3.0,3000,4,7,D,-0.03204166666666664,0.7,0.06906699645995908,False
3.0,3000,4,8,A,0.07083333333333336,0.04,0.07123306328914654,True
3.0,3000,4,8,B,-0.006874999999999971,0.46,0.08037974109051221,False
3.0,3000,4,8,C,-0.007916666666666641,0.42,0.07177656302721663,False
3.0,3000,4,8,D,-0.09374999999999997,0.94,0.07260325501579724,False
3.0,3000,4,9,A,0.09966666666666671,0.0,0.07803093225695108,True
3.0,3000,4,9,B,-0.05408333333333331,0.74,0.07003972087323021,False
3.0,3000,4,9,C,-0.006583333333333302,0.4,0.07233018906376507,False
3.0,3000,4,9,D,-0.033874999999999975,0.6,0.07005806123812194,False
3.0,3000,4,10,A,0.08816666666666668,0.02,0.07701799032260796,True
3.0,3000,4,10,B,0.0400416666666667,0.06,0.07308338084377018,False
3.0,3000,4,10,C,-0.1005833333333333,0.88,0.0770306126016,False
3.0,3000,4,10,D,-0.06724999999999998,0.86,0.07608474807008885,False
3.0,3000,4,11,A,0.2150416666666667,0.0,0.08220756250694539,True
3.0,3000,4,11,B,-0.07579166666666663,0.72,0.07427421976851875,False
3.0,3000,4,11,C,-0.08162499999999998,0.9,0.07111129286001079,False
3.0,3000,4,11,D,-0.005583333333333313,0.26,0.0741793762518337,False
3.0,3000,4,12,A,0.05650000000000006,0.02,0.08008554454109958,True
3.0,3000,4,12,B,0.014000000000000037,0.14,0.07521506202587057,False
3.0,3000,4,12,C,-0.05537499999999995,0.5,0.07302691665102365,False
3.0,3000,4,12,D,-0.0343333333333333,0.24,0.07687311424968057,False
3.0,3000,4,13,A,0.07195833333333337,0.0,0.07199293464562262,True
3.0,3000,4,13,B,-0.11679166666666664,0.88,0.06910009346351614,False
3.0,3000,4,13,C,-0.0915833333333333,0.74,0.07037064571096231,False
3.0,3000,4,13,D,0.021125000000000047,0.02,0.07587439364575582,False
3.0,3000,4,14,A,0.13858333333333334,0.0,0.07500733760402675,True
3.0,3000,4,14,B,0.015458333333333366,0.34,0.07954759232336604,False
3.0,3000,4,14,C,-0.0780833333333333,0.92,0.07306953024346058,False
3.0,3000,4,14,D,-0.0980833333333333,1.0,0.0718382635585738,False
3.0,3000,4,15,A,0.13070833333333337,0.0,0.0697138994589872,True
3.0,3000,4,15,B,-0.09179166666666663,1.0,0.07509491679053767,False
3.0,3000,4,15,C,-0.003041666666666644,0.48,0.08442468701616712,False
3.0,3000,4,15,D,-0.018874999999999968,0.46,0.07934908807149442,False
3.0,3000,4,16,A,0.08795833333333337,0.02,0.07492340996718656,True
3.0,3000,4,16,B,-0.011624999999999955,0.4,0.06759414730581338,False
3.0,3000,4,16,C,-0.11683333333333329,0.96,0.07375854470274387,False
3.0,3000,4,16,D,0.030250000000000034,0.12,0.07649375882311503,False
3.0,3000,4,17,A,-0.0009999999999999731,0.24,0.06779851686348964,True
3.0,3000,4,17,B,-0.033499999999999974,0.5,0.07661472425207978,False
3.0,3000,4,17,C,-0.034749999999999975,0.48,0.0801079350002233,False
3.0,3000,4,17,D,0.07462500000000005,0.0,0.08649064657201057,False
3.0,3000,4,18,A,0.09137500000000003,0.04,0.07932007067010916,True
3.0,3000,4,18,B,-0.09612499999999996,0.98,0.06938299503480662,False
3.0,3000,4,18,C,0.022000000000000033,0.5,0.08547857512590834,False
3.0,3000,4,18,D,-0.05591666666666665,0.94,0.06824516669902547,False
3.0,3000,4,19,A,0.0681666666666667,0.02,0.07174467653499533,True
3.0,3000,4,19,B,0.006500000000000027,0.38,0.06948151232922004,False
3.0,3000,4,19,C,-0.0024583333333332916,0.3,0.0720008439379552,False
3.0,3000,4,19,D,-0.04995833333333331,0.66,0.07478480702061824,False
1.25,500,8,0,A,0.35124999999999995,0.0,0.20261742137448213,True
1.25,500,8,0,B,-0.14500000000000002,0.92,0.18801872690417482,False
1.25,500,8,0,C,-0.16375,1.0,0.16223375624902073,False
1.25,500,8,0,D,-0.25250000000000006,1.0,0.17534885862822783,False
1.25,500,8,0,E,-0.03874999999999999,0.74,0.18204662101292138,False
1.25,500,8,0,F,-0.20750000000000002,1.0,0.1837882613226427,False
1.25,500,8,0,G,0.31375,0.0,0.21506297527313561,False
1.25,500,8,0,H,0.11125000000000002,0.2,0.21380562953819116,False
1.25,500,8,1,A,-0.1402777777777778,0.96,0.1759354407758359,True
1.25,500,8,1,B,-0.03777777777777777,0.78,0.19372933979850712,False
1.25,500,8,1,C,0.20847222222222217,0.16,0.22625456137547786,False
1.25,500,8,1,D,0.062222222222222234,0.62,0.17977942160352717,False
1.25,500,8,1,E,-0.014027777777777806,0.72,0.19404542391721039,False
1.25,500,8,1,F,-0.2115277777777778,0.96,0.15554278221365797,False
1.25,500,8,1,G,-0.0227777777777778,0.82,0.1794469169076313,False
1.25,500,8,1,H,0.10472222222222224,0.38,0.1932924206391529,False
1.25,500,8,2,A,-0.09930555555555559,0.82,0.17721993641855743,True
1.25,500,8,2,B,0.04069444444444445,0.46,0.20371794983854458,False
1.25,500,8,2,C,0.21319444444444446,0.1,0.20378867125251152,False
1.25,500,8,2,D,0.014444444444444454,0.54,0.21479147582345942,False
1.25,500,8,2,E,0.020694444444444446,0.56,0.20809477081843097,False
1.25,500,8,2,F,0.010694444444444437,0.6,0.19706341415273124,False
1.25,500,8,2,G,-0.0005555555555555314,0.72,0.18585471559431033,False
1.25,500,8,2,H,-0.09180555555555554,0.88,0.18096950411534282,False
1.25,500,8,3,A,0.11916666666666667,0.12,0.2146599557554652,True
1.25,500,8,3,B,-0.10708333333333335,0.7,0.18341212532449808,False
1.25,500,8,3,C,-0.09833333333333338,0.54,0.18973228784100699,False
1.25,500,8,3,D,0.01791666666666667,0.28,0.2146923042259018,False
1.25,500,8,3,E,-0.05083333333333335,0.44,0.1900915552640781,False
1.25,500,8,3,F,0.04166666666666668,0.22,0.18330323827061493,False
1.25,500,8,3,G,0.12666666666666668,0.06,0.21053439134324733,False
1.25,500,8,3,H,0.020416666666666625,0.16,0.19033069012888668,False
1.25,500,8,4,A,-0.1693055555555556,0.7,0.20362058489404403,True
1.25,500,8,4,B,0.029444444444444443,0.1,0.22695804392817565,False
1.25,500,8,4,C,-0.026805555555555555,0.28,0.20414512357997067,False
1.25,500,8,4,D,0.08194444444444444,0.06,0.22421054919510452,False
1.25,500,8,4,E,0.07444444444444442,0.04,0.21442078525214892,False
1.25,500,8,4,F,0.13569444444444445,0.02,0.21409099398083917,False
1.25,500,8,4,G,-0.06805555555555558,0.36,0.217474189613729,False
1.25,500,8,4,H,0.10194444444444443,0.04,0.21424501377144334,False
1.25,500,8,5,A,0.08611111111111111,0.08,0.20974457202470623,True
1.25,500,8,5,B,0.11861111111111111,0.14,0.2161108433303111,False
1.25,500,8,5,C,0.026111111111111113,0.46,0.19353188638925298,False
1.25,500,8,5,D,0.0486111111111111,0.28,0.19616481008593104,False
1.25,500,8,5,E,-0.0501388888888889,0.56,0.18251828506403422,False
1.25,500,8,5,F,-0.10138888888888892,0.86,0.1937829024233174,False
1.25,500,8,5,G,-0.2276388888888889,0.98,0.17504188211347355,False
1.25,500,8,5,H,-0.002638888888888899,0.46,0.19137860801285572,False
1.25,500,8,6,A,-0.08944444444444445,0.74,0.19126528019326303,True
1.25,500,8,6,B,0.008055555555555552,0.52,0.18609317906977754,False
1.25,500,8,6,C,-0.021944444444444454,0.46,0.20370043137102273,False
1.25,500,8,6,D,0.0018055555555555394,0.46,0.19803402952990642,False
1.25,500,8,6,E,-0.02944444444444445,0.48,0.19735871646056824,False
1.25,500,8,6,F,0.14555555555555558,0.08,0.2174747218175704,False
1.25,500,8,6,G,-0.12319444444444445,0.82,0.19098732263531895,False
1.25,500,8,6,H,-0.008194444444444476,0.52,0.20126107054897258,False
1.25,500,8,7,A,0.1252777777777778,0.16,0.20231291845877922,True
1.25,500,8,7,B,-0.07847222222222225,0.66,0.19410039005564386,False
1.25,500,8,7,C,0.17527777777777778,0.06,0.18671492018516647,False
1.25,500,8,7,D,-0.055972222222222257,0.62,0.19555999442563168,False
1.25,500,8,7,E,0.15527777777777776,0.1,0.20041440477664102,False
1.25,500,8,7,F,-0.06347222222222225,0.7,0.2039828159368599,False
1.25,500,8,7,G,-0.22222222222222227,0.96,0.1684641497562209,False
1.25,500,8,7,H,-0.08722222222222226,0.7,0.19014512813397672,False
1.25,500,8,8,A,-0.23666666666666666,0.98,0.17615470017873985,True
1.25,500,8,8,B,0.09083333333333338,0.26,0.2272524429780815,False
1.25,500,8,8,C,-0.16541666666666668,0.9,0.19219291684125775,False
1.25,500,8,8,D,0.015833333333333352,0.36,0.20602873466138857,False
1.25,500,8,8,E,-0.006666666666666654,0.58,0.18639747868930095,False
1.25,500,8,8,F,-0.08666666666666667,0.84,0.1894727495960994,False
1.25,500,8,8,G,0.26583333333333337,0.04,0.21941429117730574,False
1.25,500,8,8,H,0.08958333333333335,0.22,0.1990836453340811,False
1.25,500,8,9,A,0.02097222222222221,0.4,0.20334661462392817,True
1.25,500,8,9,B,-0.28152777777777777,0.98,0.1776149427870149,False
1.25,500,8,9,C,0.03722222222222221,0.28,0.20421135187488457,False
1.25,500,8,9,D,-0.11027777777777781,0.9,0.19034285180843516,False
1.25,500,8,9,E,0.13597222222222222,0.16,0.21440207195078628,False
1.25,500,8,9,F,0.08222222222222222,0.26,0.1889394335968573,False
1.25,500,8,9,G,-0.014027777777777813,0.64,0.1813965456951247,False
1.25,500,8,9,H,-0.0902777777777778,0.78,0.16827407739594594,False
1.25,500,8,10,A,-0.20180555555555557,0.98,0.1622509963065532,True
1.25,500,8,10,B,-0.015555555555555566,0.7,0.17572282379494458,False
1.25,500,8,10,C,0.07069444444444443,0.42,0.20548731975537304,False
1.25,500,8,10,D,0.016944444444444453,0.52,0.20751933570479172,False
1.25,500,8,10,E,0.055694444444444435,0.5,0.17601699640856097,False
